CODCLIFOR;DOCUMENTO;TIPODOCUMENTO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;DATASCADENZA;IMPORTOSCEURO;ESITO;DSCESITO;DATAPAGEFF;IDTESTA
C  1830;FTI/2017/2180;Fatt. clienti italia;2017;FTI;2180;;2017-05-12 00:00:00.000;2017-08-31 00:00:00.000;20333.1300;0;NON EMESSO;NULL;457775
C  1847;FTI/2017/2182;Fatt. clienti italia;2017;FTI;2182;;2017-05-12 00:00:00.000;2017-09-10 00:00:00.000;135.4200;2;PAGATO;2017-05-12 00:00:00.000;457777
C  1893;FTI/2017/2184;Fatt. clienti italia;2017;FTI;2184;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;1136.1300;2;PAGATO;2017-05-12 00:00:00.000;457779
C  1910;FTI/2017/2186;Fatt. clienti italia;2017;FTI;2186;;2017-05-12 00:00:00.000;2017-09-10 00:00:00.000;2560.7200;2;PAGATO;2017-05-12 00:00:00.000;457781
C  1939;FTI/2017/2188;Fatt. clienti italia;2017;FTI;2188;;2017-05-12 00:00:00.000;2017-08-31 00:00:00.000;11254.5000;0;NON EMESSO;NULL;457783
C  1944;FTI/2017/2189;Fatt. clienti italia;2017;FTI;2189;;2017-05-12 00:00:00.000;2017-09-10 00:00:00.000;3911.8100;2;PAGATO;2017-05-12 00:00:00.000;457784
C  1978;FTI/2017/2191;Fatt. clienti italia;2017;FTI;2191;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;1098.0000;2;PAGATO;2017-05-12 00:00:00.000;457786
C  2002;FTI/2017/2193;Fatt. clienti italia;2017;FTI;2193;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;651.1800;2;PAGATO;2017-05-12 00:00:00.000;457788
C  2389;FTE/2017/856;Fatt. clienti estero;2017;FTE;856;;2017-05-18 00:00:00.000;2017-08-31 00:00:00.000;4872.0000;0;NON EMESSO;NULL;457671
C  2045;FTI/2017/2195;Fatt. clienti italia;2017;FTI;2195;;2017-05-12 00:00:00.000;2017-09-10 00:00:00.000;13466.7300;2;PAGATO;2017-05-12 00:00:00.000;457790
C  2061;FTI/2017/2197;Fatt. clienti italia;2017;FTI;2197;;2017-05-12 00:00:00.000;2017-06-30 00:00:00.000;100.6500;2;PAGATO;2017-05-12 00:00:00.000;457793
C  2068;FTI/2017/2198;Fatt. clienti italia;2017;FTI;2198;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;448.3500;2;PAGATO;2017-05-12 00:00:00.000;457794
C  2069;FTI/2017/2199;Fatt. clienti italia;2017;FTI;2199;;2017-05-12 00:00:00.000;2017-08-31 00:00:00.000;28341.3300;0;NON EMESSO;NULL;457795
C  2114;FTI/2017/2201;Fatt. clienti italia;2017;FTI;2201;;2017-05-12 00:00:00.000;2017-07-10 00:00:00.000;240.3400;2;PAGATO;2017-05-12 00:00:00.000;457797
C  2183;FTI/2017/2203;Fatt. clienti italia;2017;FTI;2203;;2017-05-12 00:00:00.000;2017-09-30 00:00:00.000;54463.2400;0;NON EMESSO;NULL;457800
C  2203;FTI/2017/2205;Fatt. clienti italia;2017;FTI;2205;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;524.6000;2;PAGATO;2017-05-12 00:00:00.000;457802
C  2260;FTI/2017/2208;Fatt. clienti italia;2017;FTI;2208;;2017-05-12 00:00:00.000;2017-05-12 00:00:00.000;739.3200;2;PAGATO;2017-05-12 00:00:00.000;457805
C  2310;FTI/2017/2210;Fatt. clienti italia;2017;FTI;2210;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;7051.6000;2;PAGATO;2017-05-12 00:00:00.000;457807
C  2328;FTI/2017/2212;Fatt. clienti italia;2017;FTI;2212;;2017-05-12 00:00:00.000;2017-07-31 00:00:00.000;3965.0000;2;PAGATO;2017-05-12 00:00:00.000;457809
C  2762;FTE/2017/872;Fatt. clienti estero;2017;FTE;872;;2017-05-23 00:00:00.000;2017-07-22 00:00:00.000;25020.0000;0;NON EMESSO;NULL;458095
C   480;FTS/2017/2237;Fattura servizi;2017;FTS;2237;;2017-05-19 00:00:00.000;2017-09-16 00:00:00.000;71.3700;0;NON EMESSO;NULL;458126
C  1117;FTS/2017/2239;Fattura servizi;2017;FTS;2239;;2017-05-19 00:00:00.000;2017-08-31 00:00:00.000;73.2000;0;NON EMESSO;NULL;458129
C  1464;NE2/2017/874;NCC ret.val.vend. EST;2017;NE2;874;;2017-05-23 00:00:00.000;2017-08-21 00:00:00.000;135.0000;0;NON EMESSO;NULL;458131
C  1506;FTE/2017/876;Fatt. clienti estero;2017;FTE;876;;2017-05-24 00:00:00.000;2017-07-23 00:00:00.000;19200.0000;2;PAGATO;2017-05-24 00:00:00.000;458161
C  2326;FTE/2017/878;Fatt. clienti estero;2017;FTE;878;;2017-05-24 00:00:00.000;2017-08-31 00:00:00.000;25664.7000;0;NON EMESSO;NULL;458181
C  2297;FTE/2017/880;Fatt. clienti estero;2017;FTE;880;;2017-05-24 00:00:00.000;2017-08-22 00:00:00.000;25192.6300;0;NON EMESSO;NULL;458189
C  1040;FTE/2017/882;Fatt. clienti estero;2017;FTE;882;;2017-05-24 00:00:00.000;2017-08-31 00:00:00.000;9160.0000;0;NON EMESSO;NULL;458204
C    12;FTI/2017/2241;Fatt. clienti italia;2017;FTI;2241;;2017-05-19 00:00:00.000;2017-10-10 00:00:00.000;13725.4900;2;PAGATO;2017-05-31 00:00:00.000;458324
C  2842;FTI/2017/3215;Fatt. clienti italia;2017;FTI;3215;;2017-07-07 00:00:00.000;2017-09-30 00:00:00.000;352.2800;2;PAGATO;2017-07-14 00:00:00.000;464354
C  2873;FTI/2017/3217;Fatt. clienti italia;2017;FTI;3217;;2017-07-07 00:00:00.000;2017-09-30 00:00:00.000;1701.9000;2;PAGATO;2017-07-14 00:00:00.000;464356
C  2882;FTI/2017/3219;Fatt. clienti italia;2017;FTI;3219;;2017-07-07 00:00:00.000;2017-09-10 00:00:00.000;5690.0800;2;PAGATO;2017-07-14 00:00:00.000;464359
C  2911;FTI/2017/3221;Fatt. clienti italia;2017;FTI;3221;;2017-07-07 00:00:00.000;2017-10-10 00:00:00.000;1635.1100;2;PAGATO;2017-07-14 00:00:00.000;464361
C  2959;FTI/2017/3223;Fatt. clienti italia;2017;FTI;3223;;2017-07-07 00:00:00.000;2017-07-07 00:00:00.000;1259.0400;2;PAGATO;2017-07-07 00:00:00.000;464363
C  2968;FTI/2017/3225;Fatt. clienti italia;2017;FTI;3225;;2017-07-07 00:00:00.000;2017-09-30 00:00:00.000;2367.2900;2;PAGATO;2017-07-14 00:00:00.000;464366
C  2755;FTS/2017/3226;Fattura servizi;2017;FTS;3226;;2017-07-07 00:00:00.000;2017-07-07 00:00:00.000;90000.0000;0;NON EMESSO;NULL;464387
C  1531;FTE/2017/1215;Fatt. clienti estero;2017;FTE;1215;;2017-07-13 00:00:00.000;2017-10-11 00:00:00.000;18084.7800;0;NON EMESSO;NULL;464436
C  1026;FTE/2017/1217;Fatt. clienti estero;2017;FTE;1217;;2017-07-13 00:00:00.000;2017-11-30 00:00:00.000;17820.0000;0;NON EMESSO;NULL;464438
C  2476;FTE/2017/1219;Fatt. clienti estero;2017;FTE;1219;;2017-07-13 00:00:00.000;2017-09-30 00:00:00.000;8686.4000;0;NON EMESSO;NULL;464441
C  2789;FTE/2017/1222;Fatt. clienti estero;2017;FTE;1222;;2017-07-13 00:00:00.000;2017-09-30 00:00:00.000;11877.6000;0;NON EMESSO;NULL;464445
C  2278;FTE/2017/1223;Fatt. clienti estero;2017;FTE;1223;;2017-07-14 00:00:00.000;2017-09-12 00:00:00.000;14731.2000;0;NON EMESSO;NULL;464576
C  2494;FTE/2017/1225;Fatt. clienti estero;2017;FTE;1225;;2017-07-14 00:00:00.000;2017-11-11 00:00:00.000;12057.1000;0;NON EMESSO;NULL;464578
C  1847;FTI/2017/3304;Fatt. clienti italia;2017;FTI;3304;;2017-07-14 00:00:00.000;2017-10-10 00:00:00.000;7182.7500;2;PAGATO;2017-07-14 00:00:00.000;465190
C  1863;FTI/2017/3306;Fatt. clienti italia;2017;FTI;3306;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;13832.3600;0;NON EMESSO;NULL;465192
C  1965;FTI/2017/3308;Fatt. clienti italia;2017;FTI;3308;;2017-07-14 00:00:00.000;2017-10-10 00:00:00.000;4460.8100;2;PAGATO;2017-07-14 00:00:00.000;465194
C  2061;FTI/2017/3310;Fatt. clienti italia;2017;FTI;3310;;2017-07-14 00:00:00.000;2017-09-10 00:00:00.000;164.7000;2;PAGATO;2017-07-14 00:00:00.000;465196
C  2069;FTI/2017/3311;Fatt. clienti italia;2017;FTI;3311;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;10597.5900;0;NON EMESSO;NULL;465197
C  2222;FTI/2017/3314;Fatt. clienti italia;2017;FTI;3314;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;129.6300;2;PAGATO;2017-07-14 00:00:00.000;465201
C  2300;FTI/2017/3316;Fatt. clienti italia;2017;FTI;3316;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;1500.6000;2;PAGATO;2017-07-14 00:00:00.000;465203
C   498;FTI/2017/3387;Fatt. clienti italia;2017;FTI;3387;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;1476.2000;0;NON EMESSO;NULL;465744
C   597;FTI/2017/3389;Fatt. clienti italia;2017;FTI;3389;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;896.0900;2;PAGATO;2017-07-31 00:00:00.000;465746
C   650;FTI/2017/3391;Fatt. clienti italia;2017;FTI;3391;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;286.7000;2;PAGATO;2017-07-31 00:00:00.000;465748
C   688;FTI/2017/3394;Fatt. clienti italia;2017;FTI;3394;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;1183.4000;2;PAGATO;2017-07-31 00:00:00.000;465751
C   841;FTI/2017/3396;Fatt. clienti italia;2017;FTI;3396;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;693.8800;2;PAGATO;2017-07-31 00:00:00.000;465753
C   866;FTI/2017/3398;Fatt. clienti italia;2017;FTI;3398;;2017-07-21 00:00:00.000;2017-11-10 00:00:00.000;3050.0000;2;PAGATO;2017-07-31 00:00:00.000;465755
C  1546;FTE/2017/1327;Fatt. clienti estero;2017;FTE;1327;;2017-07-31 00:00:00.000;2017-10-29 00:00:00.000;7600.0000;0;NON EMESSO;NULL;466253
C  1475;NE3/2017/1328;NCC su fatt.servizi EST;2017;NE3;1328;;2017-07-31 00:00:00.000;2017-07-31 00:00:00.000;27669.0000;2;PAGATO;2017-08-07 00:00:00.000;466291
C  1499;FTE/2017/1330;Fatt. clienti estero;2017;FTE;1330;;2017-07-31 00:00:00.000;2017-10-29 00:00:00.000;20500.0000;0;NON EMESSO;NULL;466346
C  2162;FTE/2017/1332;Fatt. clienti estero;2017;FTE;1332;;2017-07-31 00:00:00.000;2017-10-29 00:00:00.000;16546.4000;0;NON EMESSO;NULL;466393
C  2275;FTE/2017/1334;Fatt. clienti estero;2017;FTE;1334;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;11965.8000;0;NON EMESSO;NULL;466395
C  2123;FTE/2017/1336;Fatt. clienti estero;2017;FTE;1336;;2017-07-31 00:00:00.000;2017-08-31 00:00:00.000;9564.8000;0;NON EMESSO;NULL;466397
C  1003;FTE/2017/1338;Fatt. clienti estero;2017;FTE;1338;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;51525.0000;0;NON EMESSO;NULL;466399
C  1990;FTI/2017/3549;Fatt. clienti italia;2017;FTI;3549;;2017-07-31 00:00:00.000;2017-10-31 00:00:00.000;259.2500;2;PAGATO;2017-07-31 00:00:00.000;466794
C  2016;FTI/2017/3551;Fatt. clienti italia;2017;FTI;3551;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;7015.0000;0;NON EMESSO;NULL;466796
C  2068;FTI/2017/3553;Fatt. clienti italia;2017;FTI;3553;;2017-07-31 00:00:00.000;2017-10-31 00:00:00.000;1830.4900;2;PAGATO;2017-07-31 00:00:00.000;466798
C  2114;FTI/2017/3555;Fatt. clienti italia;2017;FTI;3555;;2017-07-31 00:00:00.000;2017-09-10 00:00:00.000;575.1700;2;PAGATO;2017-07-31 00:00:00.000;466800
C  2266;FTI/2017/3559;Fatt. clienti italia;2017;FTI;3559;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;2720.6000;2;PAGATO;2017-07-31 00:00:00.000;466804
C  1295;FTI/2017/3621;Fatt. clienti italia;2017;FTI;3621;;2017-08-04 00:00:00.000;2017-10-31 00:00:00.000;650.0200;0;NON EMESSO;NULL;467295
C  1412;FTI/2017/3624;Fatt. clienti italia;2017;FTI;3624;;2017-08-04 00:00:00.000;2017-09-30 00:00:00.000;19127.7100;0;NON EMESSO;NULL;467298
C  1714;FTI/2017/3626;Fatt. clienti italia;2017;FTI;3626;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;17745.1400;0;NON EMESSO;NULL;467300
C  1715;FTI/2017/3628;Fatt. clienti italia;2017;FTI;3628;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;8436.3000;0;NON EMESSO;NULL;467302
C  1768;FTI/2017/3630;Fatt. clienti italia;2017;FTI;3630;;2017-08-04 00:00:00.000;2017-10-31 00:00:00.000;800.0000;0;NON EMESSO;NULL;467304
C  1779;FTI/2017/3632;Fatt. clienti italia;2017;FTI;3632;;2017-08-04 00:00:00.000;2017-12-10 00:00:00.000;13981.2000;0;NON EMESSO;NULL;467306
C    58;FTI/2017/2243;Fatt. clienti italia;2017;FTI;2243;;2017-05-19 00:00:00.000;2017-08-31 00:00:00.000;1925.0000;0;NON EMESSO;NULL;458326
C    77;FTI/2017/2245;Fatt. clienti italia;2017;FTI;2245;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;12444.7300;2;PAGATO;2017-05-31 00:00:00.000;458328
C    79;FTI/2017/2247;Fatt. clienti italia;2017;FTI;2247;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;1274.9000;2;PAGATO;2017-05-31 00:00:00.000;458330
C   107;FTI/2017/2249;Fatt. clienti italia;2017;FTI;2249;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;16408.0200;0;NON EMESSO;NULL;458332
C   148;FTI/2017/2251;Fatt. clienti italia;2017;FTI;2251;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;11084.4300;2;PAGATO;2017-05-31 00:00:00.000;458334
C   164;FTI/2017/2253;Fatt. clienti italia;2017;FTI;2253;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;280.6000;2;PAGATO;2017-05-31 00:00:00.000;458336
C   240;FTI/2017/2256;Fatt. clienti italia;2017;FTI;2256;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;478.9000;0;NON EMESSO;NULL;458339
C   268;FTI/2017/2258;Fatt. clienti italia;2017;FTI;2258;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;3822.3800;2;PAGATO;2017-05-31 00:00:00.000;458341
C   291;FTI/2017/2260;Fatt. clienti italia;2017;FTI;2260;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;31825.4100;2;PAGATO;2017-05-31 00:00:00.000;458343
C   300;FTI/2017/2262;Fatt. clienti italia;2017;FTI;2262;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;6478.2000;2;PAGATO;2017-05-31 00:00:00.000;458345
C   343;FTI/2017/2264;Fatt. clienti italia;2017;FTI;2264;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;6527.4900;2;PAGATO;2017-05-31 00:00:00.000;458347
C  1958;FTE/2017/1218;Fatt. clienti estero;2017;FTE;1218;;2017-07-13 00:00:00.000;2017-10-11 00:00:00.000;29198.0000;0;NON EMESSO;NULL;464439
C  2275;FTE/2017/1220;Fatt. clienti estero;2017;FTE;1220;;2017-07-13 00:00:00.000;2017-09-30 00:00:00.000;14543.8000;0;NON EMESSO;NULL;464442
C  1701;FTE/2017/1221;Fatt. clienti estero;2017;FTE;1221;;2017-07-13 00:00:00.000;2017-11-10 00:00:00.000;11383.4000;0;NON EMESSO;NULL;464443
C  2326;FTE/2017/1224;Fatt. clienti estero;2017;FTE;1224;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;26488.0000;0;NON EMESSO;NULL;464577
C  2404;FTE/2017/1226;Fatt. clienti estero;2017;FTE;1226;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;25468.8000;0;NON EMESSO;NULL;464579
C  1861;FTI/2017/3305;Fatt. clienti italia;2017;FTI;3305;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;6327.8500;2;PAGATO;2017-07-14 00:00:00.000;465191
C  1939;FTI/2017/3307;Fatt. clienti italia;2017;FTI;3307;;2017-07-14 00:00:00.000;2017-10-31 00:00:00.000;9592.2500;0;NON EMESSO;NULL;465193
C  2016;FTI/2017/3309;Fatt. clienti italia;2017;FTI;3309;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;3565.4500;0;NON EMESSO;NULL;465195
C  2061;FTI/2017/3310;Fatt. clienti italia;2017;FTI;3310;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;164.7000;2;PAGATO;2017-07-14 00:00:00.000;465196
C  2183;FTI/2017/3312;Fatt. clienti italia;2017;FTI;3312;;2017-07-14 00:00:00.000;2017-11-30 00:00:00.000;33922.1000;0;NON EMESSO;NULL;465199
C  2242;FTI/2017/3315;Fatt. clienti italia;2017;FTI;3315;;2017-07-14 00:00:00.000;2017-09-30 00:00:00.000;427.0000;2;PAGATO;2017-07-14 00:00:00.000;465202
C   480;FTI/2017/3386;Fatt. clienti italia;2017;FTI;3386;;2017-07-21 00:00:00.000;2017-11-18 00:00:00.000;69443.5000;0;NON EMESSO;NULL;465743
C   563;FTI/2017/3388;Fatt. clienti italia;2017;FTI;3388;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;56725.1200;2;PAGATO;2017-07-31 00:00:00.000;465745
C   638;FTI/2017/3390;Fatt. clienti italia;2017;FTI;3390;;2017-07-21 00:00:00.000;2017-11-10 00:00:00.000;40401.0300;2;PAGATO;2017-07-31 00:00:00.000;465747
C   681;FTI/2017/3393;Fatt. clienti italia;2017;FTI;3393;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;81710.9600;0;NON EMESSO;NULL;465750
C   773;FTI/2017/3395;Fatt. clienti italia;2017;FTI;3395;;2017-07-21 00:00:00.000;2017-10-31 00:00:00.000;6697.3100;0;NON EMESSO;NULL;465752
C   842;FTI/2017/3397;Fatt. clienti italia;2017;FTI;3397;;2017-07-21 00:00:00.000;2017-09-30 00:00:00.000;28635.8400;2;PAGATO;2017-07-31 00:00:00.000;465754
C   884;FTI/2017/3399;Fatt. clienti italia;2017;FTI;3399;;2017-07-21 00:00:00.000;2017-11-10 00:00:00.000;12157.7900;0;NON EMESSO;NULL;465757
C  1042;FTE/2017/1329;Fatt. clienti estero;2017;FTE;1329;;2017-07-31 00:00:00.000;2017-11-28 00:00:00.000;22464.0000;0;NON EMESSO;NULL;466293
C   229;NC3/2017/3456;NCC su fatt.servizi;2017;NC3;3456;;2017-07-31 00:00:00.000;2017-07-31 00:00:00.000;15571.0000;2;PAGATO;2017-08-03 00:00:00.000;466308
C  1499;FTE/2017/1331;Fatt. clienti estero;2017;FTE;1331;;2017-07-31 00:00:00.000;2017-10-29 00:00:00.000;22280.0000;0;NON EMESSO;NULL;466359
C  2637;FTE/2017/1333;Fatt. clienti estero;2017;FTE;1333;;2017-07-31 00:00:00.000;2017-09-29 00:00:00.000;5965.8000;0;NON EMESSO;NULL;466394
C  1026;FTE/2017/1335;Fatt. clienti estero;2017;FTE;1335;;2017-07-31 00:00:00.000;2017-11-30 00:00:00.000;13200.0000;0;NON EMESSO;NULL;466396
C  2326;FTE/2017/1337;Fatt. clienti estero;2017;FTE;1337;;2017-07-31 00:00:00.000;2017-10-31 00:00:00.000;26417.6000;0;NON EMESSO;NULL;466398
C  1990;FTI/2017/3548;Fatt. clienti italia;2017;FTI;3548;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;1525.0000;2;PAGATO;2017-07-31 00:00:00.000;466793
C  1999;FTI/2017/3550;Fatt. clienti italia;2017;FTI;3550;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;310.3700;2;PAGATO;2017-07-31 00:00:00.000;466795
C  2025;FTI/2017/3552;Fatt. clienti italia;2017;FTI;3552;;2017-07-31 00:00:00.000;2017-09-30 00:00:00.000;3233.0000;2;PAGATO;2017-07-31 00:00:00.000;466797
C  2068;FTI/2017/3553;Fatt. clienti italia;2017;FTI;3553;;2017-07-31 00:00:00.000;2017-11-30 00:00:00.000;1830.4900;2;PAGATO;2017-07-31 00:00:00.000;466798
C  2183;FTI/2017/3556;Fatt. clienti italia;2017;FTI;3556;;2017-07-31 00:00:00.000;2017-11-30 00:00:00.000;13627.4000;0;NON EMESSO;NULL;466801
C  1222;FTI/2017/3620;Fatt. clienti italia;2017;FTI;3620;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;20753.4200;0;NON EMESSO;NULL;467294
C  1349;FTI/2017/3623;Fatt. clienti italia;2017;FTI;3623;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;4125.0000;0;NON EMESSO;NULL;467297
C  1474;FTI/2017/3625;Fatt. clienti italia;2017;FTI;3625;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;1497.9500;0;NON EMESSO;NULL;467299
C  1715;FTI/2017/3627;Fatt. clienti italia;2017;FTI;3627;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;9052.4000;0;NON EMESSO;NULL;467301
C  1752;FTI/2017/3629;Fatt. clienti italia;2017;FTI;3629;;2017-08-04 00:00:00.000;2017-11-30 00:00:00.000;167.7500;0;NON EMESSO;NULL;467303
C  1777;FTI/2017/3631;Fatt. clienti italia;2017;FTI;3631;;2017-08-04 00:00:00.000;2017-09-30 00:00:00.000;335.5000;0;NON EMESSO;NULL;467305
C  2026;FTE/2017/883;Fatt. clienti estero;2017;FTE;883;;2017-05-25 00:00:00.000;2017-05-25 00:00:00.000;31200.0000;0;NON EMESSO;NULL;458321
C    51;FTI/2017/2242;Fatt. clienti italia;2017;FTI;2242;;2017-05-19 00:00:00.000;2017-08-31 00:00:00.000;4762.0300;0;NON EMESSO;NULL;458325
C    67;FTI/2017/2244;Fatt. clienti italia;2017;FTI;2244;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;18952.7000;0;NON EMESSO;NULL;458327
C    77;FTI/2017/2246;Fatt. clienti italia;2017;FTI;2246;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;5380.2000;2;PAGATO;2017-05-31 00:00:00.000;458329
C    87;FTI/2017/2248;Fatt. clienti italia;2017;FTI;2248;;2017-05-19 00:00:00.000;2017-08-31 00:00:00.000;1342.0000;0;NON EMESSO;NULL;458331
C   114;FTI/2017/2250;Fatt. clienti italia;2017;FTI;2250;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;5764.5000;2;PAGATO;2017-05-31 00:00:00.000;458333
C   159;FTI/2017/2252;Fatt. clienti italia;2017;FTI;2252;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;240276.0700;0;NON EMESSO;NULL;458335
C   173;FTI/2017/2254;Fatt. clienti italia;2017;FTI;2254;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;31491.2500;2;PAGATO;2017-05-31 00:00:00.000;458337
C   229;FTI/2017/2255;Fatt. clienti italia;2017;FTI;2255;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;26917.5900;2;PAGATO;2017-05-31 00:00:00.000;458338
C   264;FTI/2017/2257;Fatt. clienti italia;2017;FTI;2257;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;4514.0000;2;PAGATO;2017-05-31 00:00:00.000;458340
C   289;FTI/2017/2259;Fatt. clienti italia;2017;FTI;2259;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;12885.1500;2;PAGATO;2017-05-31 00:00:00.000;458342
C   294;FTI/2017/2261;Fatt. clienti italia;2017;FTI;2261;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;100339.4200;2;PAGATO;2017-05-31 00:00:00.000;458344
C   331;FTI/2017/2263;Fatt. clienti italia;2017;FTI;2263;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;169253.7500;0;NON EMESSO;NULL;458346
C   391;FTI/2017/2265;Fatt. clienti italia;2017;FTI;2265;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;9049.3500;2;PAGATO;2017-05-31 00:00:00.000;458348
C   467;FTI/2017/2267;Fatt. clienti italia;2017;FTI;2267;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;3882.5300;2;PAGATO;2017-05-31 00:00:00.000;458350
C   480;FTI/2017/2269;Fatt. clienti italia;2017;FTI;2269;;2017-05-19 00:00:00.000;2017-09-16 00:00:00.000;57996.3600;0;NON EMESSO;NULL;458352
C   513;FTI/2017/2271;Fatt. clienti italia;2017;FTI;2271;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;1595.7600;2;PAGATO;2017-05-31 00:00:00.000;458354
C   541;FTI/2017/2273;Fatt. clienti italia;2017;FTI;2273;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;725.9000;2;PAGATO;2017-05-31 00:00:00.000;458356
C   563;FTI/2017/2274;Fatt. clienti italia;2017;FTI;2274;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;66482.6800;2;PAGATO;2017-05-31 00:00:00.000;458357
C   587;FTI/2017/2276;Fatt. clienti italia;2017;FTI;2276;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;1464.0000;2;PAGATO;2017-05-31 00:00:00.000;458359
C   638;FTI/2017/2278;Fatt. clienti italia;2017;FTI;2278;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;14536.5400;2;PAGATO;2017-05-31 00:00:00.000;458361
C   659;FTI/2017/2280;Fatt. clienti italia;2017;FTI;2280;;2017-05-19 00:00:00.000;2017-09-30 00:00:00.000;605.0000;0;NON EMESSO;NULL;458363
C   668;FTI/2017/2281;Fatt. clienti italia;2017;FTI;2281;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;732.0000;2;PAGATO;2017-05-31 00:00:00.000;458364
C   688;FTI/2017/2283;Fatt. clienti italia;2017;FTI;2283;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;2293.9100;2;PAGATO;2017-05-31 00:00:00.000;458366
C   718;FTI/2017/2285;Fatt. clienti italia;2017;FTI;2285;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;2684.0000;2;PAGATO;2017-08-02 00:00:00.000;458368
C   751;FTI/2017/2287;Fatt. clienti italia;2017;FTI;2287;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;951.6000;2;PAGATO;2017-05-31 00:00:00.000;458370
C   773;FTI/2017/2289;Fatt. clienti italia;2017;FTI;2289;;2017-05-19 00:00:00.000;2017-08-31 00:00:00.000;1493.2800;0;NON EMESSO;NULL;458372
C   842;FTI/2017/2291;Fatt. clienti italia;2017;FTI;2291;;2017-05-19 00:00:00.000;2017-07-31 00:00:00.000;17136.1200;2;PAGATO;2017-05-31 00:00:00.000;458374
C   890;FTI/2017/2293;Fatt. clienti italia;2017;FTI;2293;;2017-05-19 00:00:00.000;2017-09-10 00:00:00.000;2285.9800;2;PAGATO;2017-05-31 00:00:00.000;458376
